Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1958,1,Fayetteville,Champion Speedway,0.333,paved track,1.0,5.0,44.0,Rex White,Max Welborn,'57 Chevrolet,150.0,630.0,running,5.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,2.0,3.0,42.0,Lee Petty,Petty Enterprises,'57 Oldsmobile,150.0,500.0,running,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,3.0,4.0,76.0,Tiny Lund,Lonnie Fish,'57 Chevrolet,149.0,380.0,running,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,4.0,10.0,38.0,Gwyn Staley,Julian Petty,'57 Chevrolet,148.0,310.0,running,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,5.0,6.0,21.0,Jimmy Massey,Wood Brothers,'56 Ford,148.0,255.0,running,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,6.0,2.0,49.0,Possum Jones,Bob Welborn,'57 Chevrolet,147.0,220.0,running,28.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,7.0,1.0,47.0,Jack Smith,Jack Smith,'57 Chevrolet,145.0,195.0,crash,117.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,8.0,7.0,87.0,Buck Baker,Buck Baker,'57 Chevrolet,145.0,210.0,running,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,9.0,8.0,46.0,Speedy Thompson,Speedy Thompson,'57 Chevrolet,144.0,165.0,running,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,10.0,11.0,3.0,Paul Goldsmith,Slim Rominger,'57 Ford,139.0,140.0,running,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,11.0,14.0,28.0,Eddie Skinner,Eddie Skinner,'57 Ford,136.0,145.0,running,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,12.0,21.0,711.0,Bill Poor,Bill Poor,'56 Chevrolet,131.0,120.0,running,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,13.0,15.0,17.0,Fred Harb,Fred Harb,'57 Mercury,130.0,100.0,running,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,14.0,20.0,94.0,Clarence DeZalia,Clarence DeZalia,'56 Mercury,127.0,100.0,running,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,15.0,16.0,51.0,Roy Tyner,Roy Tyner,'56 Ford,126.0,110.0,running,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,16.0,12.0,32.0,Brownie King,Jess Potter,'57 Chevrolet,125.0,115.0,running,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,17.0,9.0,64.0,Johnny Allen,Spook Crawford,'57 Plymouth,119.0,90.0,running,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,18.0,18.0,74.0,L.D. Austin,L.D. Austin,'56 Chevrolet,118.0,60.0,running,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,19.0,17.0,37.0,Bill Benson,Bill Benson,'56 Ford,98.0,60.0,running,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,20.0,13.0,63.0,R.L. Combs,R.L. Combs,'56 Ford,79.0,65.0,engine,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,21.0,19.0,71.0,George Parrish,Joe Frazier,'56 Studebaker,7.0,50.0,fan belt,0.0
1958,1,Fayetteville,Champion Speedway,0.333,paved track,22.0,22.0,26.0,Ken Rush,Sam Rice,'57 Ford,0.0,,engine,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,1.0,1.0,3,Paul Goldsmith,Smokey's Best Damn Garage (Smokey Yunick),'58 Pontiac,39.0,4550.0,running,39.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,2.0,8.0,26,Curtis Turner,Holman & Moody Ford (Holman-Moody Racing),'58 Ford,39.0,2600.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,3.0,6.0,47,Jack Smith,Jack Smith,'57 Pontiac,39.0,1575.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,4.0,23.0,12,Joe Weatherly,Holman & Moody Ford (Holman-Moody Racing),'58 Ford,39.0,900.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,5.0,20.0,187,Gwyn Staley,Buck Baker,'57 Chevrolet,38.0,700.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,6.0,5.0,42,Lee Petty,Your Oldsmobile Dealer (Petty Enterprises),'57 Oldsmobile,38.0,600.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,7.0,18.0,87,Buck Baker,Buck Baker,'58 Chevrolet,37.0,500.0,rear end,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,8.0,4.0,45,Eddie Pagan,Eddie Pagan,'57 Ford,37.0,400.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,9.0,7.0,M-1,Fireball Roberts,Fish Carburetor / Inland Buick (Bob Fish),'58 Buick,37.0,250.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,10.0,3.0,6,Cotton Owens,Jim Stephens,'57 Pontiac,37.0,200.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,11.0,2.0,55,Jimmy Thompson,Brushy Mountain Motors (A.L. Bumgarner),'57 Pontiac,36.0,150.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,12.0,22.0,916,Dean Layfield,William Dickenson,'58 Chevrolet,36.0,135.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,13.0,31.0,56,Bill Morton,Ford (James Lowery),'57 Ford,36.0,110.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,14.0,12.0,98,Marvin Panch,John Whitford,'57 Ford,35.0,100.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,15.0,39.0,54,Charlie Stone,Tom Pine's Cafe (Charlie Stone),'57 Chevrolet,35.0,100.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,16.0,40.0,99,Ward Towers,Ward Towers,'57 Ford,34.0,90.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,17.0,15.0,11,Lloyd Ragon,Paul Spaulding,'57 Ford,34.0,80.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,18.0,38.0,83,Cecil Wray,"Paul Craig, Jr.",'57 Oldsmobile,34.0,75.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,19.0,13.0,61,Dick Foley,Dick Foley,'56 Chevrolet,34.0,75.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,20.0,9.0,5,Dick Bailey,Dick Bailey,'58 Pontiac,33.0,75.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,21.0,34.0,310,Joe Lee Johnson,S.T. Campbell,'57 Chevrolet,32.0,60.0,engine,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,22.0,35.0,85,Carl Tyler,Carl Tyler,'57 Ford,32.0,60.0,engine,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,23.0,21.0,10,Whitey Norman,Whitey Norman,'56 Ford,32.0,60.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,24.0,33.0,90,Buzz Woodward,Buzz Woodward,'56 Ford,32.0,60.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,25.0,25.0,28,Eddie Skinner,Eddie Skinner,'57 Ford,31.0,60.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,26.0,41.0,74,L.D. Austin,L.D. Austin,'56 Chevrolet,31.0,50.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,27.0,16.0,500,Phil Orr,"Orlando Fla. Special / Mayday, Inc. (Phil Orr)",'58 Ford,31.0,50.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,28.0,43.0,52,Bob Walden,Bob Walden,'57 Pontiac,30.0,50.0,running,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,29.0,10.0,2,Frankie Schneider,Hubert Westmoreland,'57 Chevrolet,29.0,50.0,engine,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,30.0,28.0,14,Billy Myers,"Mercury / Jack Davis, Inc. (Billy Myers)",'57 Mercury,28.0,50.0,engine,0.0
1958,2,Daytona Beach,Beach & Road Course,4.1,road course,31.0,37.0,64,Johnny Allen,Spook Crawford,'57 Plymouth,28.0,25.0,running,0.0
